"p_val","avg_logFC","pct.1","pct.2","p_val_adj","type","gene"
"CMC13",6.11970118380008e-29,0.634609582581992,0.662,0.428,2.05138503382162e-24,"gd","CMC1"
"CD3D2",3.02880696900529e-27,0.412524952907537,0.877,0.713,1.01528638408026e-22,"gd","CD3D"
"IL7R4",6.93239487553153e-25,-0.556384783247035,0.406,0.654,2.32380808622692e-20,"gd","IL7R"
"IL323",5.19357556722436e-24,0.347381052702554,0.951,0.841,1.74093846588928e-19,"gd","IL32"
"CST74",5.08051759624381e-23,0.338153364048481,0.863,0.687,1.70304030343689e-18,"gd","CST7"
"CCL44",1.24248283764333e-22,0.485086372972606,0.598,0.378,4.16492672006422e-18,"gd","CCL4"
"TRGC24",1.36930942903594e-22,0.475554798610414,0.658,0.433,4.59006213707137e-18,"gd","TRGC2"
"HLA-DRB11",4.93796721074805e-22,0.446045016874033,0.166,0.039,1.65525598871485e-17,"gd","HLA-DRB1"
"HLA-DPA12",6.49986809738708e-18,0.456813329175815,0.264,0.11,2.17882078492512e-13,"gd","HLA-DPA1"
"KLRB14",7.18567844051232e-18,-0.539668695832185,0.863,0.871,2.40871127004414e-13,"gd","KLRB1"
"CTSW3",9.08395883426748e-18,0.324408552508993,0.855,0.689,3.0450338408348e-13,"gd","CTSW"
"HLA-DPB14",3.0439404975732e-17,0.490945869268985,0.379,0.205,1.02035929419151e-12,"gd","HLA-DPB1"
"SRGN4",1.52587668137168e-16,0.263694555224407,0.789,0.639,5.11489122362601e-12,"gd","SRGN"
"ZEB24",1.74576268403268e-16,0.460056315238705,0.326,0.154,5.85197109314594e-12,"gd","ZEB2"
"FCGR3A4",4.32280920083701e-16,0.356657464110045,0.385,0.196,1.44904887221258e-11,"gd","FCGR3A"
"FCRL64",5.71047606053314e-16,0.408648240848637,0.273,0.121,1.91420868025131e-11,"gd","FCRL6"
"PATL24",1.95162684308495e-15,0.403218292691583,0.189,0.067,6.54204834070505e-11,"gd","PATL2"
"SLC4A105",2.09619085082694e-15,-0.446277429241152,0.01,0.138,7.02664135105699e-11,"gd","SLC4A10"
"KLRC15",6.96119326922588e-15,0.518193915364105,0.203,0.078,2.33346159577721e-10,"gd","KLRC1"
"PPP2R5C3",1.99352763070956e-13,0.331912903364038,0.602,0.445,6.6825039709015e-09,"gd","PPP2R5C"
"TRG-AS11",2.50353421221239e-13,0.429181318196579,0.281,0.146,8.39209703275717e-09,"gd","TRG-AS1"
"LITAF4",4.51002867925235e-13,0.336312052977211,0.59,0.463,1.51180671357218e-08,"gd","LITAF"
"EEF1B22",5.37518084434496e-13,-0.263688973815382,0.797,0.885,1.80181437083287e-08,"gd","EEF1B2"
"RCAN33",1.13772734683513e-12,-0.375925607822625,0.037,0.163,3.81377583932604e-08,"gd","RCAN3"
"LDHB3",1.54049941824668e-12,-0.347641335696118,0.457,0.624,5.16390809990471e-08,"gd","LDHB"
"CD3G2",2.11123960219313e-12,0.335698688930503,0.668,0.534,7.07708627051159e-08,"gd","CD3G"
"DUSP22",2.24340365155136e-12,0.448201468568469,0.4,0.259,7.52011338036532e-08,"gd","DUSP2"
"KLRG13",3.18174050243139e-12,0.328072560804631,0.607,0.457,1.06655123382003e-07,"gd","KLRG1"
"FCER1G5",3.71538977757828e-12,-0.818994862170858,0.074,0.204,1.24543580734201e-07,"gd","FCER1G"
"CCL34",4.49232985212416e-12,0.306537676800227,0.176,0.071,1.50587388973054e-07,"gd","CCL3"
"TYROBP5",2.20135588289674e-11,0.296665329066713,0.541,0.379,7.37916505505817e-07,"gd","TYROBP"
"ITGB23",4.54130782107892e-11,0.266017338794198,0.68,0.552,1.52229179470386e-06,"gd","ITGB2"
"JAML3",9.11237877041213e-11,-0.35101205051049,0.064,0.188,3.05456048762985e-06,"gd","JAML"
"C12orf753",9.54369282393929e-11,0.331209732563884,0.488,0.353,3.19914127151269e-06,"gd","C12orf75"
"AQP33",1.00067597330314e-10,-0.341185669045803,0.051,0.171,3.35436593010947e-06,"gd","AQP3"
"TMIGD24",1.07062445821641e-10,-0.364831145904841,0.027,0.13,3.58884024638724e-06,"gd","TMIGD2"
"RALGDS",1.5737797915579e-10,0.268616017381558,0.131,0.048,5.27546723928124e-06,"gd","RALGDS"
"FGR4",1.94819983669556e-10,0.301605749525657,0.232,0.114,6.53056067258718e-06,"gd","FGR"
"MYC3",3.26959400652019e-10,-0.392444050489402,0.148,0.291,1.09600060692563e-05,"gd","MYC"
"PLEK4",4.0995665194797e-10,0.314010487196094,0.395,0.26,1.37421569299479e-05,"gd","PLEK"
"CD993",9.13392807201416e-10,0.329508063620732,0.625,0.506,3.06178402901987e-05,"gd","CD99"
"CCR75",1.44848273404722e-09,-0.471825670699452,0.092,0.211,4.85545897279968e-05,"gd","CCR7"
"MBP4",1.48481076711979e-09,0.273416845814703,0.42,0.284,4.97723417246226e-05,"gd","MBP"
"XCL13",2.94289271323365e-09,0.308313501225012,0.182,0.085,9.86487066403051e-05,"gd","XCL1"
"CEBPD4",3.77914694885072e-09,-0.350408421374901,0.08,0.195,0.000126680784872425,"gd","CEBPD"
"EIF3E2",5.35613082487251e-09,-0.256428697886356,0.658,0.781,0.000179542861380551,"gd","EIF3E"
"PTPN61",1.11320765681022e-08,0.318341454707231,0.303,0.194,0.000373158338639353,"gd","PTPN6"
"ARID5B2",1.39488414526539e-08,0.321543034813211,0.162,0.076,0.000467579114334413,"gd","ARID5B"
"CRIP11",1.89408671746805e-08,0.347454160865861,0.527,0.411,0.000634916808562465,"gd","CRIP1"
"LGALS14",2.37938605596048e-08,0.326529880723831,0.363,0.244,0.000797593999818514,"gd","LGALS1"
"PLA2G161",3.80874682940853e-08,0.267446620753458,0.184,0.094,0.00127673002468603,"gd","PLA2G16"
"GPR1832",4.71320320952599e-08,-0.317869427147436,0.072,0.174,0.00157991284786521,"gd","GPR183"
"CD40LG4",7.44525569725491e-08,-0.293036674075761,0.08,0.182,0.00249572416227682,"gd","CD40LG"
"ADGRG13",7.9077782657825e-08,0.254369663745768,0.209,0.112,0.00265076635247295,"gd","ADGRG1"
"CX3CR13",8.61907695157773e-08,0.267781835660125,0.248,0.143,0.00288920078493837,"gd","CX3CR1"
"DOK23",8.66953303058662e-08,0.251277895644098,0.373,0.255,0.00290611416718294,"gd","DOK2"
"C6orf482",9.84511953747904e-08,-0.276152407616275,0.275,0.417,0.00330018252015835,"gd","C6orf48"
"TBX213",1.93796543134762e-07,0.273443785920181,0.191,0.102,0.00649625392242035,"gd","TBX21"
"ZBTB381",2.3243268777984e-07,0.296796474751526,0.191,0.107,0.00779137612706802,"gd","ZBTB38"
"APOBEC3G2",2.33392400978017e-07,0.268886630824141,0.4,0.291,0.00782354667318412,"gd","APOBEC3G"
"TXK2",2.99346798411828e-07,-0.326181780060198,0.139,0.251,0.0100344040295629,"gd","TXK"
"S100B2",4.51434925868275e-07,-0.468431820511647,0.074,0.165,0.0151325501500305,"gd","S100B"
"RGS102",6.80072392473703e-07,-0.277967717084587,0.143,0.255,0.022796706668111,"gd","RGS10"
"FLT3LG2",9.12208689410094e-07,-0.251560146406181,0.137,0.25,0.0305781474777157,"gd","FLT3LG"
"PRKCB2",1.25062767533526e-06,0.280366585740706,0.262,0.172,0.0419222903049132,"gd","PRKCB"
"AHNAK",1.29199917146485e-06,0.261058933786246,0.34,0.242,0.0433091042266732,"gd","AHNAK"
"PIK3IP12",1.41979691344845e-06,-0.281943405327945,0.178,0.295,0.0475930123357055,"gd","PIK3IP1"
"SYNE11",2.19874724231498e-06,0.278492606260136,0.279,0.188,0.0737042063096405,"gd","SYNE1"
"MT2A1",3.58968510000433e-06,0.250024607720586,0.443,0.348,0.120329834237245,"gd","MT2A"
"CD842",5.11963968759455e-06,0.299661136030487,0.168,0.099,0.171615441967857,"gd","CD84"
"CD8A2",8.23650834619087e-06,-0.259426624737457,0.154,0.256,0.276095996272664,"gd","CD8A"
"IQGAP12",1.36592757500049e-05,0.26259056923779,0.244,0.165,0.457872582415914,"gd","IQGAP1"
"AKR1C33",2.12492552583044e-05,-0.324196867199813,0.043,0.105,0.71229628551362,"gd","AKR1C3"
"SPON24",0.330735519915047,-0.272781343278262,0.273,0.283,1,"gd","SPON2"
"TSHZ2",3.79998829864834e-76,0.676168935247619,0.221,0.004,1.27379407758991e-71,"CD4","TSHZ2"
"NKG75",1.47117267624041e-74,-1.52744900128664,0.698,0.954,4.93151792802548e-70,"CD4","NKG7"
"CCR76",6.28442883500159e-72,1.03126200458566,0.622,0.128,2.10660338978088e-67,"CD4","CCR7"
"CCL53",1.16379613528169e-64,-1.37416453016832,0.586,0.911,3.90116102507775e-60,"CD4","CCL5"
"KLRB15",1.0659860058592e-56,-1.46662995076714,0.64,0.897,3.57329169024063e-52,"CD4","KLRB1"
"CTSW4",1.10620168016582e-56,-1.34104475898728,0.279,0.784,3.70809865208384e-52,"CD4","CTSW"
"RPS271",4.46778373696366e-56,0.316451089149671,1,1,1.49764578646759e-51,"CD4","RPS27"
"MAL",1.18591037205965e-50,0.701606547379222,0.324,0.045,3.97529015818115e-46,"CD4","MAL"
"RPL111",3.07148525284652e-50,0.390696552010327,1,0.999,1.02959257160668e-45,"CD4","RPL11"
"GZMA1",2.59007088829104e-47,-1.14114568085068,0.387,0.795,8.68217662464039e-43,"CD4","GZMA"
"CST75",4.59016604513138e-47,-1.2128677406969,0.324,0.779,1.53866955998849e-42,"CD4","CST7"
"RPL392",4.28818208391979e-46,0.377574161441651,1,1,1.43744151635075e-41,"CD4","RPL39"
"RPL343",5.43136155565475e-46,0.408333563874208,1,1,1.82064670707103e-41,"CD4","RPL34"
"RPL322",5.98474527989306e-45,0.366718776147545,1,0.999,2.00614646527295e-40,"CD4","RPL32"
"HLA-B1",2.84340614087722e-43,-0.432654122231518,0.995,1,9.53138172483452e-39,"CD4","HLA-B"
"RPL362",8.65103463914505e-43,0.396497854769159,1,0.993,2.89991332138781e-38,"CD4","RPL36"
"MT-CO11",8.6656401303398e-43,-0.426829809583394,0.991,0.999,2.9048092280912e-38,"CD4","MT-CO1"
"B2M1",8.75279116816056e-43,-0.326662396143221,1,1,2.9340231274791e-38,"CD4","B2M"
"RPS15A1",1.07434976272947e-42,0.319385801927313,1,0.999,3.60132783964544e-38,"CD4","RPS15A"
"FHIT",2.60604047815971e-41,0.601035141898669,0.216,0.022,8.73570828683917e-37,"CD4","FHIT"
"RPL211",2.96737618327306e-41,0.330057433200945,1,1,9.94694170394961e-37,"CD4","RPL21"
"RPS61",1.08691089995564e-39,0.3450879145665,1,0.998,3.64343402774131e-35,"CD4","RPS6"
"HLA-C1",4.38663163714863e-39,-0.459059231018907,0.991,0.999,1.47044279108859e-34,"CD4","HLA-C"
"RPS291",4.53205310492416e-39,0.29278869457228,1,1,1.51918952130163e-34,"CD4","RPS29"
"KLRD16",7.36379964414341e-39,-1.61589508470079,0.176,0.616,2.46841927871331e-34,"CD4","KLRD1"
"RPS3A1",1.27454858572907e-38,0.335100526822003,1,0.999,4.27241431422242e-34,"CD4","RPS3A"
"RPLP21",2.53150690924083e-37,0.306297829474445,1,0.999,8.48586431046619e-33,"CD4","RPLP2"
"HCST1",9.0983879843888e-37,-0.764942712503981,0.635,0.886,3.04987063624697e-32,"CD4","HCST"
"CD4",6.99479625660188e-36,0.339580121695995,0.126,0.006,2.34472565317552e-31,"CD4","CD4"
"RPL301",9.01250730008827e-36,0.320019032882541,1,0.997,3.02108257206259e-31,"CD4","RPL30"
"LDHB4",1.20842029221148e-35,0.700935181900928,0.86,0.55,4.05074566152212e-31,"CD4","LDHB"
"SELL5",1.28666364664075e-35,0.732538558360826,0.572,0.196,4.31302520990446e-31,"CD4","SELL"
"RPL92",6.56496151321836e-35,0.354004599823495,1,0.998,2.20064074884593e-30,"CD4","RPL9"
"RPS251",1.38244485094137e-34,0.359988390162179,1,0.996,4.63409338484058e-30,"CD4","RPS25"
"RPS82",1.88821912658057e-34,0.374366013079808,1,0.999,6.32949933421073e-30,"CD4","RPS8"
"RPS232",4.89333964739361e-34,0.354401958826387,1,0.996,1.64029638320281e-29,"CD4","RPS23"
"RPS281",9.71292188382372e-34,0.288014332311842,1,0.999,3.25586854467655e-29,"CD4","RPS28"
"HLA-A1",3.565329078922e-33,-0.459953447863099,0.986,0.994,1.19513396054544e-28,"CD4","HLA-A"
"S100A41",1.22798998706372e-32,-0.543026435028475,0.82,0.954,4.1163452356363e-28,"CD4","S100A4"
"PRF13",2.04352017682471e-32,-1.12401715692877,0.27,0.647,6.85008398473412e-28,"CD4","PRF1"
"RPL381",3.84029839032983e-32,0.363280453868402,1,0.987,1.28730642342246e-27,"CD4","RPL38"
"TRGC25",4.27489748518928e-32,-1.26948082017362,0.117,0.533,1.4329883860103e-27,"CD4","TRGC2"
"RPS27A1",7.27104551372124e-32,0.274866588029766,1,1,2.4373271666545e-27,"CD4","RPS27A"
"MT-CO2",2.17593010567108e-31,-0.347192381717037,1,1,7.29393530722004e-27,"CD4","MT-CO2"
"RPL221",2.32855447879189e-31,0.402380677660371,1,0.948,7.80554746835828e-27,"CD4","RPL22"
"BEX3",1.20241861315092e-30,0.469042305306178,0.203,0.029,4.03062743314319e-26,"CD4","BEX3"
"GPR1833",1.57883477932685e-30,0.715225363034778,0.41,0.118,5.29241206378152e-26,"CD4","GPR183"
"RPS121",2.11921435083568e-30,0.278280085620646,1,0.999,7.10381842543628e-26,"CD4","RPS12"
"RPL13A1",5.22898144273859e-30,0.258027638837033,1,0.999,1.7528068694204e-25,"CD4","RPL13A"
"RPL35A1",8.0930126067993e-29,0.296712717749395,1,0.995,2.71285875592519e-24,"CD4","RPL35A"
"LEF13",2.68088934063034e-27,0.622089066237239,0.351,0.099,8.98660915872696e-23,"CD4","LEF1"
"RCAN34",6.20076118774648e-27,0.625815506104976,0.365,0.105,2.0785571577445e-22,"CD4","RCAN3"
"RPL133",3.12665782104315e-26,0.252512382400501,1,0.999,1.04808696819187e-21,"CD4","RPL13"
"RPS181",3.16120028062401e-26,0.293505353973995,1,1,1.05966594606797e-21,"CD4","RPS18"
"RPS131",5.9834080714868e-26,0.325552797322392,0.995,0.992,2.00569821964309e-21,"CD4","RPS13"
"KLRG14",8.82220206501076e-26,-0.974717793836112,0.176,0.531,2.95729035421226e-21,"CD4","KLRG1"
"RPS161",1.11275907919619e-25,0.300525756433645,0.995,0.991,3.73007970937356e-21,"CD4","RPS16"
"GNLY5",2.05339802714949e-25,-1.43812830949336,0.563,0.759,6.8831955268078e-21,"CD4","GNLY"
"RPL311",4.28759431378811e-25,0.293002390212005,0.995,0.994,1.43724448992491e-20,"CD4","RPL31"
"ID22",4.3813581833054e-24,-0.861579449071293,0.351,0.671,1.4686750766258e-19,"CD4","ID2"
"RPS201",5.45431016103379e-24,0.30148125109956,1,0.99,1.82833930908014e-19,"CD4","RPS20"
"EIF3E3",6.82504761016117e-24,0.498812755090431,0.932,0.729,2.28782420940212e-19,"CD4","EIF3E"
"TPT12",9.78948317851187e-24,0.286415852643557,1,0.992,3.28153265626896e-19,"CD4","TPT1"
"RPL231",2.67704016768113e-23,0.36376288064001,0.986,0.915,8.97370634608393e-19,"CD4","RPL23"
"GZMK4",8.11245302519795e-23,-1.13171670596286,0.126,0.457,2.7193753785766e-18,"CD4","GZMK"
"CYBA3",1.02663789658768e-22,-0.657950170768755,0.649,0.811,3.44139289315155e-18,"CD4","CYBA"
"ACTB1",1.80320227001074e-22,-0.449421814604093,1,0.997,6.044514329303e-18,"CD4","ACTB"
"SRGN5",3.39325889123121e-22,-0.785076128908694,0.468,0.7,1.13745431292962e-17,"CD4","SRGN"
"RPL71",4.68408260928469e-22,0.264620456631723,1,0.996,1.57015133145832e-17,"CD4","RPL7"
"RP11-664D1.1",7.9568217442896e-22,0.323801016033328,0.117,0.013,2.66720621690332e-17,"CD4","RP11-664D1.1"
"IL324",1.68881663928909e-21,-0.559575950472968,0.784,0.878,5.66108225656096e-17,"CD4","IL32"
"MYO1F1",2.21278038123588e-21,-0.80273237438709,0.27,0.573,7.4174611159408e-17,"CD4","MYO1F"
"GZMM1",2.38278328345955e-21,-0.78541004569157,0.279,0.571,7.98732784448475e-17,"CD4","GZMM"
"BIRC31",3.28359211327189e-21,0.546250878538817,0.297,0.088,1.10069291228987e-16,"CD4","BIRC3"
"HOPX2",6.84382606969263e-21,-0.936951175364257,0.171,0.48,2.29411893682167e-16,"CD4","HOPX"
"TRDC5",7.56708865067308e-21,-1.41012231719872,0.149,0.444,2.53656378659212e-16,"CD4","TRDC"
"TRGC16",2.30055390276063e-20,-1.19594136632388,0.027,0.326,7.71168673744389e-16,"CD4","TRGC1"
"CLIC11",3.96082894332228e-20,-0.730803779185728,0.365,0.625,1.32770947009106e-15,"CD4","CLIC1"
"RPS51",4.47964147629146e-20,0.312724413942148,0.991,0.975,1.50162061926766e-15,"CD4","RPS5"
"LYAR2",4.99791246584687e-20,-0.835583021606566,0.135,0.445,1.67535023767653e-15,"CD4","LYAR"
"TYROBP6",5.9157811065163e-20,-1.31569136544275,0.167,0.448,1.98302898471533e-15,"CD4","TYROBP"
"RPL141",5.91805995240976e-20,0.270705977704212,1,0.989,1.98379287664727e-15,"CD4","RPL14"
"NPM12",5.9839826857929e-20,0.425996791220002,0.919,0.741,2.00589083610464e-15,"CD4","NPM1"
"MT-CO3",6.58541650080273e-20,-0.265443117399179,0.995,1,2.20749746523408e-15,"CD4","MT-CO3"
"RPS4X2",1.20569882165987e-19,0.256175499051602,1,0.999,4.04162302008604e-15,"CD4","RPS4X"
"LTB6",2.14987708565814e-19,0.420439786346028,0.91,0.632,7.20660297883465e-15,"CD4","LTB"
"UBB1",4.31424502241344e-19,-0.559190916552044,0.644,0.813,1.44617807396321e-14,"CD4","UBB"
"CMC14",5.02458758314887e-19,-1.07966622405966,0.239,0.514,1.68429200374733e-14,"CD4","CMC1"
"RPS91",1.18038577295012e-18,0.263008581553197,1,0.981,3.95677114950611e-14,"CD4","RPS9"
"MT-ND4",3.50985381076237e-18,-0.267079594423956,0.995,0.998,1.17653809590566e-13,"CD4","MT-ND4"
"MT-CYB",3.79343331778793e-18,-0.328496540374564,0.982,0.994,1.27159678245569e-13,"CD4","MT-CYB"
"RGCC",4.38910541376085e-18,0.447935861154427,0.239,0.067,1.47127202574677e-13,"CD4","RGCC"
"PFN12",5.59711264217587e-18,-0.435498044533172,0.928,0.97,1.87620812878377e-13,"CD4","PFN1"
"KLRF15",6.7028501845e-18,-1.18999526464738,0.077,0.348,2.24686241034625e-13,"CD4","KLRF1"
"CCL45",6.90057926620011e-18,-0.985247960798097,0.198,0.459,2.31314317582294e-13,"CD4","CCL4"
"GZMB4",2.23843733258872e-17,-1.25121053545505,0.239,0.49,7.50346578257066e-13,"CD4","GZMB"
"TRABD2A",2.6713057129748e-17,0.377066204021618,0.189,0.045,8.95448388046282e-13,"CD4","TRABD2A"
"TBC1D4",3.03995877476936e-17,0.323658442630072,0.113,0.016,1.01902458089044e-12,"CD4","TBC1D4"
"AC092580.44",5.93781795638859e-17,-0.78641551317011,0.144,0.429,1.99041595716102e-12,"CD4","AC092580.4"
"RPL36A2",6.83249762243749e-17,0.295355883678437,0.995,0.955,2.29032152801727e-12,"CD4","RPL36A"
"TRAT11",9.93884336660676e-17,0.497141692457396,0.446,0.197,3.33159968492025e-12,"CD4","TRAT1"
"RPL43",1.22576336678273e-16,0.282680868098272,0.982,0.954,4.10888138179238e-12,"CD4","RPL4"
"CFL11",1.2582886208004e-16,-0.397327554608381,0.883,0.94,4.21790928578501e-12,"CD4","CFL1"
"ID3",6.12260994039266e-16,0.305089478642338,0.113,0.018,2.05236007811902e-11,"CD4","ID3"
"TCF72",1.32826604039468e-15,0.491293768601716,0.491,0.237,4.45248059400699e-11,"CD4","TCF7"
"GZMH5",2.84696412928953e-15,-0.978603482070757,0.216,0.467,9.54330845779144e-11,"CD4","GZMH"
"MT-ATP6",3.12741802307733e-15,-0.279305094492559,0.982,0.994,1.04834179551575e-10,"CD4","MT-ATP6"
"PIK3IP13",3.28916581884599e-15,0.515411749955259,0.486,0.24,1.10256127413536e-10,"CD4","PIK3IP1"
"SERINC52",8.85932556140299e-15,0.406620277902,0.243,0.079,2.9697345214379e-10,"CD4","SERINC5"
"MATK1",1.19575607915893e-14,-0.734217564716165,0.063,0.308,4.00829395294865e-10,"CD4","MATK"
"RNASET2",1.30601106690297e-14,0.451599488083343,0.405,0.178,4.37787969736545e-10,"CD4","RNASET2"
"FYB2",3.63091573177445e-14,0.490315666741583,0.604,0.36,1.21711926244811e-09,"CD4","FYB"
"IL6ST",4.50823878204631e-14,0.306295517879321,0.149,0.034,1.51120672212974e-09,"CD4","IL6ST"
"CD72",5.20905092621771e-14,-0.610267034566575,0.514,0.675,1.74612596097744e-09,"CD4","CD7"
"PLEK5",5.76003351789311e-14,-0.764904717873032,0.081,0.319,1.93082083553295e-09,"CD4","PLEK"
"ARPC23",1.69426237711769e-13,-0.435136174796117,0.698,0.825,5.6793369143362e-09,"CD4","ARPC2"
"EFHD22",3.36692609444095e-13,-0.733303652834263,0.077,0.302,1.12862729611755e-08,"CD4","EFHD2"
"RPL241",3.76819527668275e-13,0.286699399241132,0.977,0.953,1.26313673869683e-08,"CD4","RPL24"
"SH3BGRL3",5.20057366040472e-13,-0.350918520029559,0.815,0.893,1.74328429670427e-08,"CD4","SH3BGRL3"
"APOBEC3G3",5.33865587979049e-13,-0.643574294767704,0.108,0.342,1.78957083746457e-08,"CD4","APOBEC3G"
"COTL11",7.39788343146594e-13,0.38879552306493,0.329,0.136,2.4798445050617e-08,"CD4","COTL1"
"CAMK42",9.15318852610965e-13,0.396238235828693,0.284,0.112,3.06824032583721e-08,"CD4","CAMK4"
"ITGB24",1.05276653511254e-12,-0.565229529395985,0.41,0.604,3.52897870235073e-08,"CD4","ITGB2"
"GPR651",1.15809613572424e-12,-0.649384017136832,0.198,0.427,3.88205405656121e-08,"CD4","GPR65"
"FCGR3A5",1.65082635819628e-12,-0.889937674987687,0.054,0.264,5.53373503530973e-08,"CD4","FCGR3A"
"FOXP12",1.86799543966788e-12,0.438740790201936,0.527,0.281,6.26170751331069e-08,"CD4","FOXP1"
"MT-ND51",2.02474960615114e-12,-0.464151911561807,0.604,0.741,6.78716315477925e-08,"CD4","MT-ND5"
"OAZ1",2.22174685475547e-12,-0.384410321927116,0.716,0.835,7.44751763182581e-08,"CD4","OAZ1"
"RP4-594I10.3",2.22326611986395e-12,0.372185672650418,0.194,0.062,7.45261036039594e-08,"CD4","RP4-594I10.3"
"NCR33",2.50092434187086e-12,-0.6947860684076,0.072,0.285,8.38334848638533e-08,"CD4","NCR3"
"MYL61",2.60183642358633e-12,-0.381135691081677,0.766,0.862,8.72161587550375e-08,"CD4","MYL6"
"H3F3B1",3.8493723127719e-12,-0.344456058891438,0.847,0.916,1.29034809296427e-07,"CD4","H3F3B"
"EPHX2",4.60469735921811e-12,0.285724310190964,0.131,0.031,1.5435406017835e-07,"CD4","EPHX2"
"LPAR6",5.47564221917062e-12,0.40743342497324,0.216,0.073,1.83549002828819e-07,"CD4","LPAR6"
"IFITM23",7.37061506249819e-12,-0.477461348593619,0.667,0.778,2.47070387510002e-07,"CD4","IFITM2"
"CD8A3",8.71288129374828e-12,-0.666400166783015,0.05,0.254,2.92064493847736e-07,"CD4","CD8A"
"EEF1B23",1.23271580151529e-11,0.303671580480708,0.937,0.855,4.1321866382594e-07,"CD4","EEF1B2"
"PIP4K2A1",1.62474665921914e-11,-0.577918686256442,0.239,0.44,5.44631327636849e-07,"CD4","PIP4K2A"
"AIF1",1.63859741859647e-11,0.358181454701182,0.18,0.057,5.49274240687723e-07,"CD4","AIF1"
"FGFBP24",2.22690011043898e-11,-0.916114841561997,0.176,0.381,7.46479186020251e-07,"CD4","FGFBP2"
"SEPT71",2.62358169901332e-11,-0.483626306446995,0.419,0.601,8.79450821326256e-07,"CD4","SEPT7"
"TOMM71",4.17758997939225e-11,0.266213141593088,0.959,0.896,1.40036993699208e-06,"CD4","TOMM7"
"MCUB1",4.18832392978608e-11,0.352128735672675,0.324,0.143,1.40396806450359e-06,"CD4","MCUB"
"DUSP23",4.24958592066377e-11,-0.720945189144671,0.117,0.314,1.4245036964657e-06,"CD4","DUSP2"
"C12orf754",5.48847093476918e-11,-0.597212179056558,0.198,0.408,1.83979034204398e-06,"CD4","C12orf75"
"DHRS71",6.07243579681607e-11,-0.572494834462185,0.162,0.369,2.03554120345072e-06,"CD4","DHRS7"
"CD994",1.357650234947e-10,-0.512883760462813,0.392,0.552,4.55097935256583e-06,"CD4","CD99"
"CD632",1.85942600426381e-10,-0.58098746319313,0.171,0.379,6.23298190889271e-06,"CD4","CD63"
"CALM11",2.2156579716039e-10,-0.361590270532286,0.761,0.82,7.42710708661343e-06,"CD4","CALM1"
"S1PR52",2.51425248398039e-10,-0.590858244660811,0.077,0.261,8.42802575155067e-06,"CD4","S1PR5"
"CHMP7",3.58346438612055e-10,0.325184270826552,0.176,0.06,1.20121309687147e-05,"CD4","CHMP7"
"SNHG251",4.21568704747497e-10,0.385578746239693,0.604,0.377,1.41314045518408e-05,"CD4","SNHG25"
"ZEB25",5.05101749636652e-10,-0.694889561360977,0.041,0.214,1.69315157495702e-05,"CD4","ZEB2"
"RGS103",6.42069669080808e-10,0.336854071515653,0.401,0.207,2.15228173772578e-05,"CD4","RGS10"
"S100A61",7.48566849161705e-10,-0.294434019415789,0.806,0.867,2.50927093507495e-05,"CD4","S100A6"
"HINT11",8.48313690746043e-10,0.329242966465214,0.896,0.741,2.84363232274981e-05,"CD4","HINT1"
"CLIC33",1.0409238437544e-09,-0.775548149297512,0.095,0.274,3.48928081664913e-05,"CD4","CLIC3"
"LITAF5",1.07580320074756e-09,-0.533736863611389,0.356,0.51,3.60619990922589e-05,"CD4","LITAF"
"ACTN1",1.2653409177064e-09,0.267571681737895,0.135,0.04,4.24154929024362e-05,"CD4","ACTN1"
"XBP11",1.28119447884226e-09,-0.533362625043969,0.252,0.426,4.29469201252714e-05,"CD4","XBP1"
"CD8B3",1.57001922490522e-09,-0.701167046661368,0.081,0.252,5.26286144380479e-05,"CD4","CD8B"
"NOSIP3",1.57709259820848e-09,0.414252817004168,0.617,0.402,5.28657209845464e-05,"CD4","NOSIP"
"MYL12A1",1.86286271270982e-09,-0.283703623749851,0.937,0.951,6.24450209927459e-05,"CD4","MYL12A"
"SARAF",1.93263890393185e-09,0.301295976218516,0.896,0.723,6.47839886986995e-05,"CD4","SARAF"
"CD1602",1.95382597955051e-09,-0.5912563167695,0.009,0.158,6.54942006605127e-05,"CD4","CD160"
"ALOX5AP2",2.73923778777371e-09,-0.553103867456445,0.284,0.449,9.18219898839625e-05,"CD4","ALOX5AP"
"TRAC5",4.74340857684826e-09,0.287834955633242,0.847,0.639,0.00015900379890453,"CD4","TRAC"
"PPP1R181",5.38965042650145e-09,-0.51398967329153,0.171,0.346,0.000180666471946755,"CD4","PPP1R18"
"C6orf483",5.72855254564614e-09,0.357459567375911,0.572,0.36,0.000192026809882604,"CD4","C6orf48"
"ZFAS12",7.7752136891986e-09,0.357681993815826,0.622,0.422,0.000260632938075626,"CD4","ZFAS1"
"FKBP112",8.19308887006932e-09,-0.506413996461857,0.144,0.324,0.000274640532013594,"CD4","FKBP11"
"CEBPD5",8.41301177937479e-09,-0.54653199216535,0.032,0.184,0.000282012567856422,"CD4","CEBPD"
"TPST22",1.13840111614058e-08,-0.538585616659204,0.072,0.236,0.000381603438141483,"CD4","TPST2"
"RIC3",1.37265578705419e-08,0.258685635419768,0.14,0.046,0.000460127946378435,"CD4","RIC3"
"SERF21",1.38674898978319e-08,-0.274490854395298,0.892,0.922,0.000464852128865224,"CD4","SERF2"
